                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    204,                 1.2516,                 2.6672,                  1.572,                 1.7236,                0.46076,                0.35526,                0.32206,                0.18068,                0.47898,                0.32961,                0.29085,                0.14091,                 1.7274,                 3.5379,                 2.4164,                 2.4364,              0.0049758,              0.0049758,              0.0049758
                    205,                 1.2429,                 2.6004,                 1.5439,                 1.6688,                0.49864,                0.32832,                0.34131,                0.17522,                0.45134,                0.30292,                0.29196,                0.12371,                 1.7608,                 3.5943,                 2.4022,                 2.4474,               0.004951,               0.004951,               0.004951
                    206,                 1.1761,                 2.6059,                 1.5213,                 1.6633,                0.31374,                0.33915,                0.28529,                0.17134,                0.29386,                0.34372,                 0.2919,                0.14231,                  1.671,                 3.3981,                 2.3537,                  2.379,              0.0049263,              0.0049263,              0.0049263
                    207,                 1.2052,                 2.6318,                 1.5254,                 1.6931,                0.31203,                 0.4071,                0.25745,                0.14317,                0.28197,                0.36112,                0.23054,                0.10613,                 1.7606,                 3.4233,                 2.3982,                 2.4701,              0.0049015,              0.0049015,              0.0049015
                    208,                 1.2115,                 2.5703,                 1.4829,                 1.6822,                 0.5152,                0.30416,                0.28192,                0.16113,                0.55192,                0.24281,                0.24873,                0.12496,                 1.8074,                 3.6507,                 2.4469,                 2.5458,              0.0048768,              0.0048768,              0.0048768
                    209,                 1.2872,                 2.6577,                 1.5458,                 1.7208,                0.33482,                0.36823,                0.24997,                0.10824,                0.26002,                0.28243,                0.15795,                0.06814,                 2.0398,                 3.9643,                  2.671,                 2.8461,               0.004852,               0.004852,               0.004852
                    210,                 1.2407,                 2.6107,                 1.5584,                 1.6919,                  0.312,                0.36394,                  0.267,                0.15144,                0.28756,                 0.3217,                0.22864,                0.10679,                  1.762,                 3.7776,                 2.4153,                 2.4901,              0.0048272,              0.0048272,              0.0048272
                    211,                 1.1935,                 2.6518,                 1.5324,                  1.665,                0.36135,                0.27705,                0.26474,                0.15134,                0.39868,                0.24604,                0.23078,                0.10358,                 1.8583,                 3.7323,                 2.7665,                 2.6239,              0.0048025,              0.0048025,              0.0048025
                    212,                 1.1975,                 2.6287,                 1.5419,                 1.6587,                0.27732,                0.27326,                0.20378,                0.10601,                0.27262,                0.24776,                   0.18,                0.06737,                 1.8949,                 3.9306,                 2.8462,                 2.6813,              0.0047778,              0.0047778,              0.0047778
                    213,                 1.1617,                 2.6024,                 1.5068,                 1.6251,                0.38673,                0.33874,                0.32818,                 0.1752,                0.39523,                 0.3275,                0.31148,                0.13698,                 1.6684,                 3.4859,                 2.1352,                  2.438,               0.004753,               0.004753,               0.004753
                    214,                 1.1583,                 2.6135,                 1.4558,                  1.614,                0.50964,                 0.3526,                0.31644,                0.17173,                0.49853,                0.34254,                0.30136,                  0.134,                 1.7725,                 3.5343,                 2.2567,                 2.5223,              0.0047283,              0.0047283,              0.0047283
                    215,                 1.1646,                  2.573,                 1.4623,                  1.656,                0.42483,                0.42712,                 0.3475,                0.17924,                0.46871,                0.38007,                0.32165,                0.13979,                  1.775,                 3.5911,                 2.2467,                 2.5371,              0.0047035,              0.0047035,              0.0047035
                    216,                 1.1656,                 2.5488,                 1.4513,                 1.6295,                0.27383,                0.40331,                0.22134,                0.12129,                0.28583,                0.40169,                0.21764,                0.09957,                  1.802,                 3.5792,                 2.5426,                 2.5958,              0.0046788,              0.0046788,              0.0046788
                    217,                 1.1761,                 2.5839,                 1.4907,                 1.6496,                0.33826,                0.31661,                 0.2608,                0.14121,                0.41594,                 0.2718,                0.25151,                0.11036,                  1.879,                  3.566,                 2.6267,                 2.7269,               0.004654,               0.004654,               0.004654
                    218,                 1.1686,                  2.553,                 1.4348,                 1.6174,                0.26703,                  0.371,                0.24915,                0.14477,                0.27697,                  0.395,                0.23029,                0.10794,                 1.7518,                 3.4789,                 2.4802,                 2.4588,              0.0046293,              0.0046293,              0.0046293
                    219,                 1.1822,                 2.6084,                 1.4501,                 1.6321,                0.31183,                0.45687,                0.32863,                 0.1939,                0.32099,                0.47617,                0.34295,                0.15485,                 1.8139,                 3.5194,                 2.4684,                   2.54,              0.0046045,              0.0046045,              0.0046045
                    220,                 1.1787,                 2.6361,                 1.4629,                 1.6275,                0.36004,                0.43673,                0.30413,                0.17674,                0.33588,                0.43256,                0.26973,                0.11411,                 1.7256,                 3.6668,                 2.5755,                 2.4217,              0.0045798,              0.0045798,              0.0045798
                    221,                 1.1948,                 2.6278,                 1.5078,                 1.6463,                0.32098,                0.42969,                0.31764,                0.19143,                0.27596,                0.39592,                0.28763,                0.13212,                 1.6656,                 3.6093,                 2.2318,                 2.3366,               0.004555,               0.004555,               0.004555
                    222,                 1.1367,                 2.5928,                 1.4421,                 1.6089,                0.30429,                0.36835,                0.30663,                0.18409,                0.29707,                0.33628,                 0.2762,                0.12773,                 1.7078,                 3.6426,                  2.421,                 2.3805,              0.0045303,              0.0045303,              0.0045303
                    223,                  1.119,                 2.5338,                 1.4118,                 1.6048,                0.23387,                0.43748,                 0.2317,                0.14361,                 0.2304,                0.42218,                0.23058,                 0.1015,                 1.7349,                 3.7292,                 2.6442,                 2.4575,              0.0045055,              0.0045055,              0.0045055
                    224,                 1.1439,                 2.5104,                 1.3951,                 1.6022,                0.52522,                0.36432,                0.35743,                0.20653,                0.52497,                0.36304,                0.35569,                0.16535,                 1.7535,                 3.4499,                 2.2802,                 2.4725,              0.0044808,              0.0044808,              0.0044808
                    225,                 1.1206,                 2.5126,                 1.3806,                 1.5909,                0.39416,                0.38129,                0.30327,                0.17151,                0.38252,                0.37213,                0.29443,                0.12964,                 1.8445,                 3.5151,                 2.4006,                 2.5917,               0.004456,               0.004456,               0.004456
                    226,                 1.1469,                  2.566,                 1.3818,                 1.6168,                0.45574,                0.41559,                0.37294,                0.21866,                0.42447,                0.40516,                0.34983,                0.16691,                 1.7211,                 3.4261,                 2.1977,                 2.4853,              0.0044313,              0.0044313,              0.0044313
                    227,                 1.1109,                 2.4799,                 1.3749,                 1.5916,                0.32991,                0.40319,                0.25878,                0.14133,                0.31227,                0.38157,                0.24254,                0.10516,                  1.777,                 3.5784,                 2.3447,                 2.5618,              0.0044065,              0.0044065,              0.0044065
                    228,                 1.1082,                 2.5012,                 1.3215,                 1.5743,                0.35753,                0.27576,                0.23512,                0.12474,                0.33123,                0.25786,                0.21785,                0.09037,                 1.7205,                   3.64,                 2.4597,                 2.4933,              0.0043818,              0.0043818,              0.0043818
                    229,                 1.1085,                 2.4956,                  1.326,                 1.5864,                0.49676,                0.28408,                0.29175,                0.17834,                0.47554,                0.28461,                0.28338,                0.12919,                 1.7323,                 3.5519,                 2.3733,                 2.4625,               0.004357,               0.004357,               0.004357
                    230,                 1.1246,                 2.5265,                 1.3183,                 1.5937,                0.30229,                0.42192,                0.27238,                0.16297,                0.28434,                 0.4121,                0.25017,                0.12286,                 1.7789,                 3.6147,                 2.4276,                 2.5048,              0.0043323,              0.0043323,              0.0043323
                    231,                 1.0843,                 2.4629,                 1.3302,                 1.5439,                0.46591,                0.30091,                0.26701,                0.15599,                0.45959,                0.28967,                0.25657,                0.12074,                 1.7496,                 3.6156,                 2.4293,                  2.511,              0.0043075,              0.0043075,              0.0043075
                    232,                 1.1224,                 2.4793,                 1.3502,                 1.5931,                0.32197,                0.29767,                0.25384,                0.15179,                0.28274,                0.28355,                0.22729,                0.10618,                 1.8125,                 3.8281,                 2.8362,                 2.5477,              0.0042828,              0.0042828,              0.0042828
                    233,                 1.1068,                 2.4795,                 1.2934,                 1.5605,                0.32854,                0.40725,                0.28424,                0.16456,                0.31885,                0.39032,                0.25887,                0.11786,                 1.7701,                 3.5424,                 2.3006,                 2.4997,               0.004258,               0.004258,               0.004258
                    234,                 1.1286,                 2.5263,                  1.381,                 1.6111,                0.39758,                0.41541,                 0.3203,                0.17426,                0.42232,                0.39586,                0.31067,                0.12457,                 1.8054,                 3.6606,                 2.4138,                 2.5745,              0.0042333,              0.0042333,              0.0042333
                    235,                 1.1101,                 2.5269,                 1.3555,                 1.5558,                0.38191,                0.39297,                0.34969,                0.19395,                0.38387,                0.38585,                0.32971,                0.13736,                 1.8102,                 3.7648,                 2.2014,                 2.5186,              0.0042085,              0.0042085,              0.0042085
                    236,                 1.0845,                 2.4951,                 1.3525,                 1.5899,                0.43016,                0.42541,                0.38437,                 0.2108,                0.36735,                0.39041,                0.34092,                0.15709,                 1.7531,                 3.6791,                 2.1925,                 2.4745,              0.0041837,              0.0041837,              0.0041837
                    237,                 1.1314,                 2.4736,                 1.3877,                 1.5973,                0.35958,                0.30892,                0.29918,                0.16485,                0.34948,                0.29461,                0.27332,                0.13253,                  1.796,                 3.8973,                 2.1943,                 2.5668,               0.004159,               0.004159,               0.004159
                    238,                 1.1018,                 2.4821,                 1.3191,                 1.5478,                  0.347,                0.42186,                0.28508,                0.15994,                0.31239,                0.37697,                0.25442,                0.11737,                 1.8726,                 4.0946,                 2.2647,                 2.6631,              0.0041342,              0.0041342,              0.0041342
                    239,                 1.1047,                 2.4984,                 1.3426,                 1.5771,                0.33622,                0.46073,                0.33492,                 0.1786,                 0.5127,                0.27539,                0.29749,                0.13915,                 1.7744,                 3.6733,                 2.3153,                 2.5122,              0.0041095,              0.0041095,              0.0041095
                    240,                 1.0831,                 2.4278,                 1.3349,                 1.5755,                0.35065,                0.41301,                0.30336,                0.15278,                 0.3422,                0.39817,                0.27177,                 0.1177,                 1.8943,                 3.7235,                 2.7318,                 2.6545,              0.0040847,              0.0040847,              0.0040847
                    241,                 1.1003,                  2.477,                 1.3337,                 1.5847,                0.45397,                0.43091,                0.37595,                0.19632,                0.41023,                0.39884,                0.34213,                0.13816,                 1.8064,                 3.5187,                  2.083,                 2.6053,                0.00406,                0.00406,                0.00406
                    242,                 1.0945,                 2.3982,                 1.3271,                 1.5673,                0.40016,                0.32398,                0.27516,                0.14271,                0.37924,                0.31275,                 0.2574,                0.11203,                 1.8304,                 3.5032,                 2.6747,                 2.5827,              0.0040352,              0.0040352,              0.0040352
                    243,                 1.0678,                 2.3977,                 1.2798,                 1.5518,                0.31387,                0.40465,                0.26963,                0.13238,                0.26261,                0.33493,                0.21476,                0.09101,                 1.7461,                  3.766,                 2.2819,                 2.5689,              0.0040105,              0.0040105,              0.0040105
                    244,                 1.0616,                 2.4193,                 1.2587,                 1.5329,                0.34052,                0.30164,                0.18868,                0.08994,                0.23742,                0.31363,                0.15701,                0.06724,                 1.8389,                 3.6297,                 2.8543,                 2.6522,              0.0039857,              0.0039857,              0.0039857
                    245,                   1.13,                 2.4939,                 1.3521,                 1.5898,                0.45476,                0.20503,                0.23857,                0.11313,                0.33745,                0.21251,                0.20855,                0.09172,                 2.0527,                  3.765,                 2.9262,                 2.9742,               0.003961,               0.003961,               0.003961
                    246,                  1.122,                 2.4608,                 1.3237,                 1.5979,                0.20907,                0.16498,                 0.1165,                0.05461,                0.20034,                0.14523,                0.11051,                0.04126,                 2.4274,                 4.8476,                 4.0164,                 3.7823,              0.0039362,              0.0039362,              0.0039362
                    247,                 1.0682,                 2.4024,                 1.2642,                  1.551,                0.32291,                0.37789,                 0.2816,                0.13501,                0.41329,                0.28291,                0.25782,                0.10897,                 2.0269,                 3.5824,                 2.7063,                 2.9473,              0.0039115,              0.0039115,              0.0039115
                    248,                 1.0963,                 2.4359,                 1.3373,                 1.5945,                0.42473,                0.28884,                0.27672,                0.14267,                 0.4228,                0.28366,                0.27258,                0.11585,                 2.0587,                 3.5386,                 3.0063,                  2.937,              0.0038867,              0.0038867,              0.0038867
                    249,                 1.0568,                  2.426,                 1.2531,                 1.5176,                0.40904,                0.33921,                0.30239,                0.16957,                0.39492,                0.34617,                0.29151,                0.11589,                 1.7896,                 3.6078,                 2.3647,                 2.6556,               0.003862,               0.003862,               0.003862
                    250,                 1.0679,                  2.371,                 1.2613,                 1.5367,                0.37738,                0.40429,                0.33526,                0.17913,                0.33787,                0.38727,                0.30521,                0.12893,                 1.9296,                 3.6647,                 2.9458,                 2.7637,              0.0038372,              0.0038372,              0.0038372
                    251,                 1.0137,                  2.324,                  1.214,                 1.4971,                 0.4057,                0.30426,                0.29651,                0.15361,                0.36593,                0.26845,                0.24762,                0.11047,                 1.8294,                 3.4382,                 2.6617,                  2.592,              0.0038125,              0.0038125,              0.0038125
                    252,                  1.043,                 2.3576,                 1.1906,                 1.5069,                0.38417,                0.34163,                0.30382,                0.15663,                0.36941,                0.34179,                0.27759,                0.12546,                 1.9456,                 3.5323,                 2.5065,                 2.7826,              0.0037878,              0.0037878,              0.0037878
                    253,                 1.0401,                 2.3669,                 1.1903,                 1.5001,                0.41161,                0.36115,                0.31189,                 0.1497,                0.37776,                0.32826,                0.26942,                0.10508,                 1.8634,                  3.473,                 2.6904,                 2.7175,               0.003763,               0.003763,               0.003763
                    254,                 1.0747,                 2.4101,                  1.202,                 1.5369,                0.27782,                 0.4161,                0.24374,                0.13116,                0.26927,                0.40533,                0.19517,                0.08751,                 1.7743,                 3.5743,                 2.3725,                 2.6834,              0.0037383,              0.0037383,              0.0037383
                    255,                 1.0503,                  2.456,                 1.2352,                 1.5093,                0.34848,                0.33487,                0.27367,                 0.1569,                0.30957,                0.31614,                0.22962,                0.10184,                  1.868,                 3.7668,                 2.4572,                 2.7483,              0.0037135,              0.0037135,              0.0037135
                    256,                 1.0497,                  2.339,                 1.2285,                 1.5266,                0.36379,                0.37994,                0.27049,                0.15751,                 0.3334,                0.35454,                0.26136,                0.11941,                 1.7551,                 3.5667,                  2.453,                 2.5265,              0.0036888,              0.0036888,              0.0036888
                    257,                 1.0418,                  2.374,                 1.2308,                 1.5179,                0.35468,                0.49289,                0.37966,                0.20993,                0.34994,                0.47498,                 0.3556,                0.16824,                 1.6956,                 3.4308,                 2.1074,                 2.4564,               0.003664,               0.003664,               0.003664
                    258,                 1.0139,                 2.3313,                 1.1715,                 1.5124,                0.51643,                0.37134,                0.37078,                0.20814,                0.40945,                0.41172,                0.34514,                  0.163,                 1.7799,                 3.5403,                 2.2595,                 2.5763,              0.0036393,              0.0036393,              0.0036393
                    259,                0.97652,                 2.2919,                 1.1425,                 1.4685,                0.57533,                0.33862,                0.38472,                0.21443,                0.42938,                0.37781,                 0.3654,                0.17426,                 1.7205,                 3.4862,                 2.1402,                 2.5172,              0.0036145,              0.0036145,              0.0036145
                    260,                  1.036,                 2.3221,                 1.1751,                 1.5123,                0.32317,                0.46204,                0.30339,                0.17709,                0.31809,                0.44039,                0.29923,                0.13279,                 1.7199,                 3.8212,                 2.3413,                 2.4988,              0.0035898,              0.0035898,              0.0035898
                    261,                 1.0521,                 2.3769,                 1.2203,                 1.5437,                0.34602,                0.34957,                0.27361,                0.14361,                0.33803,                0.32335,                0.26066,                0.10302,                 1.9548,                 4.0824,                 2.9326,                 2.7948,               0.003565,               0.003565,               0.003565
                    262,                 1.0009,                 2.3083,                 1.1229,                 1.4883,                 0.5011,                0.23402,                0.28628,                0.15596,                0.49633,                0.21455,                0.25607,                0.11921,                  1.792,                 3.5188,                 2.5412,                 2.5695,              0.0035403,              0.0035403,              0.0035403
                    263,                0.99078,                 2.2946,                 1.1027,                 1.4601,                0.43226,                0.36456,                0.28768,                0.17221,                 0.4179,                0.35181,                0.27467,                0.13316,                 1.7853,                 3.4888,                 2.6723,                 2.5838,              0.0035155,              0.0035155,              0.0035155
                    264,                0.98654,                 2.3199,                 1.1047,                 1.4363,                0.43454,                0.37876,                0.29336,                0.17989,                0.44262,                 0.4008,                0.30427,                0.14307,                 1.7424,                 3.5168,                  2.541,                 2.5761,              0.0034908,              0.0034908,              0.0034908
                    265,                0.97678,                 2.3445,                 1.0901,                 1.4379,                0.40282,                0.33739,                0.21756,                0.12065,                0.39861,                0.34062,                0.21093,                0.09866,                 1.8233,                 3.5764,                 3.1037,                 2.6215,               0.003466,               0.003466,               0.003466
                    266,                0.99339,                  2.243,                 1.1432,                 1.4603,                0.48516,                0.38007,                0.32102,                0.17655,                0.55364,                0.32383,                0.30473,                0.12783,                 1.7577,                 3.4996,                 2.4817,                 2.5508,              0.0034413,              0.0034413,              0.0034413
                    267,                 0.9864,                 2.2959,                 1.1608,                 1.4873,                0.41835,                0.35587,                0.24504,                0.13915,                0.41682,                0.38636,                0.24999,                0.11328,                 1.8662,                 3.6946,                 2.7089,                 2.7039,              0.0034165,              0.0034165,              0.0034165
                    268,                0.99778,                 2.3129,                 1.1814,                 1.4643,                0.47814,                0.25864,                0.24811,                0.14244,                0.32939,                0.37428,                 0.2517,                0.12568,                 1.9324,                 3.6989,                  3.178,                 2.7648,              0.0033918,              0.0033918,              0.0033918
                    269,                0.97124,                 2.3051,                 1.1225,                  1.439,                0.47446,                0.38878,                0.35897,                0.18577,                0.47715,                 0.4009,                0.33854,                0.15117,                 1.9199,                 3.4974,                 2.4453,                 2.7543,               0.003367,               0.003367,               0.003367
                    270,                0.96628,                 2.3077,                 1.0829,                  1.444,                0.48721,                0.36351,                0.33196,                0.18051,                0.47287,                0.36708,                0.33042,                0.15209,                 1.7743,                 3.4641,                 2.6414,                 2.6081,              0.0033423,              0.0033423,              0.0033423
                    271,                0.96095,                 2.2184,                 1.0839,                 1.4565,                0.50383,                 0.4563,                0.35761,                0.20425,                0.50244,                0.46198,                0.35035,                0.16445,                 1.7725,                    3.5,                 2.4598,                 2.6061,              0.0033175,              0.0033175,              0.0033175
                    272,                0.95408,                 2.2341,                 1.1041,                 1.4299,                0.51783,                 0.3626,                0.34318,                0.20479,                0.50998,                0.35587,                0.33405,                0.16172,                 1.7746,                 3.5028,                 2.5596,                 2.6171,              0.0032928,              0.0032928,              0.0032928
                    273,                0.98723,                 2.2524,                 1.1439,                 1.4841,                0.32282,                 0.3339,                0.27813,                0.15434,                0.48046,                0.24158,                0.26303,                0.11914,                 1.8737,                 3.6351,                 2.9754,                 2.7544,               0.003268,               0.003268,               0.003268
                    274,                0.97501,                 2.2988,                 1.1105,                 1.4466,                0.29237,                0.49762,                0.30912,                   0.17,                0.27451,                 0.4763,                0.29854,                0.13739,                 1.7606,                 3.7486,                 2.2596,                 2.6312,              0.0032433,              0.0032433,              0.0032433
                    275,                0.96865,                 2.2777,                 1.0768,                 1.4574,                0.38329,                0.40347,                0.35368,                0.18553,                0.34101,                 0.3586,                 0.3172,                 0.1433,                 1.8546,                 3.8285,                 2.6703,                 2.6844,              0.0032185,              0.0032185,              0.0032185
                    276,                 0.9851,                 2.2645,                 1.1171,                 1.4644,                0.44953,                0.45355,                0.38926,                0.21731,                0.45057,                0.45088,                0.37783,                 0.1731,                 1.7849,                 3.4772,                 2.3922,                 2.6446,              0.0031938,              0.0031938,              0.0031938
                    277,                0.93514,                 2.2261,                 1.0542,                 1.4058,                0.39716,                0.41179,                0.32683,                 0.1824,                0.36778,                0.41456,                0.30611,                0.13393,                 1.7906,                  3.527,                 2.7323,                 2.7192,               0.003169,               0.003169,               0.003169
                    278,                0.97023,                 2.2761,                 1.1218,                 1.4728,                0.43474,                0.42091,                0.37643,                0.19556,                0.42067,                0.41342,                0.30963,                0.12995,                 1.7442,                 3.5253,                 2.5551,                 2.8017,              0.0031443,              0.0031443,              0.0031443
                    279,                0.93747,                 2.2272,                 1.0653,                 1.4441,                0.43813,                 0.3175,                0.28628,                0.14372,                0.43745,                0.31001,                0.26344,                 0.1042,                 1.7411,                 3.5033,                 2.4403,                 2.7175,              0.0031195,              0.0031195,              0.0031195
                    280,                0.97884,                 2.2477,                 1.0927,                 1.4511,                0.33338,                0.43121,                0.31487,                0.16938,                0.41533,                 0.3861,                0.29037,                0.11997,                 1.8001,                   3.55,                 2.5889,                 2.8632,              0.0030948,              0.0030948,              0.0030948
                    281,                0.95604,                 2.2274,                 1.0537,                 1.4404,                0.47772,                0.36842,                0.31081,                0.17569,                 0.4936,                0.38054,                0.31466,                0.14479,                 1.8944,                  3.639,                 3.2243,                 2.6628,                0.00307,                0.00307,                0.00307
                    282,                0.97173,                 2.2581,                 1.0591,                 1.4604,                0.35169,                0.43759,                0.31704,                  0.184,                0.47348,                 0.2863,                0.31352,                 0.1392,                 1.7982,                 3.7316,                 2.4038,                 2.5246,              0.0030452,              0.0030452,              0.0030452
                    283,                0.94987,                 2.1873,                 1.0425,                 1.4552,                0.35953,                  0.425,                0.31825,                0.17185,                0.33136,                0.39034,                 0.2681,                 0.1257,                 1.8099,                 3.7559,                 2.3276,                 2.6602,              0.0030205,              0.0030205,              0.0030205
                    284,                  0.954,                 2.2535,                 1.0804,                 1.4283,                 0.3975,                0.51168,                 0.3569,                0.18223,                0.35629,                0.47415,                0.31481,                0.14964,                  1.757,                 3.4503,                 2.2102,                 2.6041,              0.0029957,              0.0029957,              0.0029957
                    285,                 0.9179,                 2.1207,                  1.012,                 1.4132,                0.46147,                0.39335,                0.31653,                0.17916,                0.46463,                0.40166,                0.31582,                0.13794,                 1.7676,                 3.4712,                 2.5969,                 2.5948,               0.002971,               0.002971,               0.002971
                    286,                0.96801,                 2.2832,                 1.0816,                 1.4697,                0.50059,                0.42303,                0.36254,                0.20866,                0.50891,                0.43889,                0.37128,                0.16728,                 1.7272,                 3.4493,                 2.4385,                    2.6,              0.0029462,              0.0029462,              0.0029462
                    287,                0.94309,                 2.2155,                 1.0635,                 1.4397,                0.48207,                 0.3659,                0.32574,                0.19278,                0.39598,                0.42393,                0.31879,                0.15868,                 1.6893,                 3.6031,                 3.7232,                 2.5604,              0.0029215,              0.0029215,              0.0029215
                    288,                0.96886,                 2.2572,                 1.0882,                 1.4523,                0.46876,                 0.2763,                 0.2509,                0.14434,                0.44249,                0.26044,                0.22957,                0.11749,                 1.7421,                 3.4917,                 5.3456,                 2.5586,              0.0028967,              0.0028967,              0.0028967
                    289,                0.93304,                 2.1757,                 1.0289,                  1.398,                0.48482,                0.45643,                0.36989,                0.21637,                0.46143,                0.42646,                0.35734,                0.17167,                  1.755,                 3.5173,                 2.9366,                 2.6545,               0.002872,               0.002872,               0.002872
                    290,                0.92336,                 2.1618,                 1.0438,                 1.4289,                0.49837,                 0.4348,                0.36262,                0.20558,                0.47755,                0.41382,                0.34273,                0.15919,                 1.8186,                 3.6065,                 2.9796,                 2.7352,              0.0028472,              0.0028472,              0.0028472
                    291,                0.90145,                 2.0717,                0.98422,                 1.4018,                0.47158,                0.30133,                0.26231,                0.14262,                0.45099,                0.28203,                0.24518,                0.10999,                  1.786,                 3.5883,                 3.0716,                 2.7168,              0.0028225,              0.0028225,              0.0028225
                    292,                0.89831,                 2.1551,                0.95708,                 1.3679,                0.31394,                0.42807,                0.32672,                0.18064,                0.40562,                0.34922,                0.28321,                 0.1268,                 1.7173,                  3.537,                 2.7549,                  2.558,              0.0027977,              0.0027977,              0.0027977
                    293,                0.88921,                  2.106,                 0.9744,                 1.3843,                0.35642,                0.36795,                0.27194,                0.15234,                0.35503,                0.34315,                0.25837,                0.11615,                 1.7875,                 3.4893,                 3.0124,                 2.6528,               0.002773,               0.002773,               0.002773
                    294,                0.88973,                 2.0772,                0.95739,                 1.3841,                0.45566,                0.39756,                0.33513,                0.19133,                0.46585,                0.41342,                0.34937,                 0.1555,                 1.8511,                  3.454,                 2.8134,                 2.7089,              0.0027482,              0.0027482,              0.0027482
                    295,                0.88145,                  2.097,                0.94308,                 1.3665,                 0.4616,                 0.3461,                0.29105,                 0.1716,                0.43487,                0.37679,                0.30958,                0.13786,                 1.8287,                 3.5311,                 2.6882,                 2.7334,              0.0027235,              0.0027235,              0.0027235
                    296,                0.87049,                 2.0262,                0.92701,                 1.3537,                0.48774,                0.38283,                0.35418,                0.19446,                 0.4865,                0.39495,                0.34107,                0.14588,                 1.7888,                 3.4327,                 2.2285,                    2.7,              0.0026987,              0.0026987,              0.0026987
                    297,                0.91183,                 2.1347,                 1.0128,                 1.4049,                 0.5297,                0.44306,                0.40591,                0.21965,                0.49236,                0.43543,                0.39359,                0.17263,                 1.8423,                 3.5874,                 2.4871,                 2.6487,               0.002674,               0.002674,               0.002674
